time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Daily_Open,Daily_Close,MA №1,MA №2,MA №3,MA №4
2024-08-02T03:10:00-04:00,2171.2,2172.7,2171.1,2172.3,2186.774065,2194.348005,2179.200125,2195.9,2198.1,2172.493166,NaN,NaN,2180.99619
2024-08-02T03:11:00-04:00,2172.3,2172.9,2172,2172.2,2186.729653,2194.333969,2179.125338,2195.9,2198.1,2172.434533,NaN,NaN,2180.833333
2024-08-02T03:12:00-04:00,2172.4,2174.4,2172.4,2173.3,2186.687894,2194.316865,2179.058923,2195.9,2198.1,2172.607627,NaN,NaN,2180.679048
2024-08-02T03:13:00-04:00,2173.4,2173.5,2171.6,2171.6,2186.65035,2194.304845,2178.995854,2195.9,2198.1,2172.406101,NaN,NaN,2180.508571
2024-08-02T03:14:00-04:00,2171.8,2172.1,2170.4,2170.4,2186.571717,2194.286936,2178.856497,2195.9,2198.1,2172.004881,NaN,NaN,2180.315238
2024-08-02T03:15:00-04:00,2170.3,2170.5,2168.2,2169.5,2186.347467,2194.256179,2178.438755,2195.9,2198.1,2171.503905,NaN,NaN,2180.113333
2024-08-02T03:16:00-04:00,2169.6,2169.6,2167.9,2168.1,2186.261553,2194.247114,2178.275992,2195.9,2198.1,2170.823124,NaN,NaN,2179.913333
2024-08-02T03:17:00-04:00,2168.5,2168.6,2167.9,2168.4,2186.149191,2194.234723,2178.063659,2195.9,2198.1,2170.338499,NaN,NaN,2179.731429
2024-08-02T03:18:00-04:00,2168.3,2168.3,2166.7,2167.6,2186.005677,2194.222907,2177.788446,2195.9,2198.1,2169.790799,NaN,NaN,2179.533333
2024-08-02T03:19:00-04:00,2167.8,2168.6,2167.6,2168,2185.887915,2194.205263,2177.570567,2195.9,2198.1,2169.432639,NaN,NaN,2179.340952
2024-08-02T03:20:00-04:00,2168.1,2169.4,2168,2169.4,2185.793169,2194.18299,2177.403348,2195.9,2198.1,2169.426112,NaN,NaN,2179.170476
2024-08-02T03:21:00-04:00,2169.4,2169.9,2168.2,2169.2,2185.677574,2194.152122,2177.203027,2195.9,2198.1,2169.380889,NaN,NaN,2178.997143
2024-08-02T03:22:00-04:00,2168.9,2170.3,2168.8,2168.8,2185.591962,2194.126441,2177.057483,2195.9,2198.1,2169.264711,NaN,NaN,2178.825714
2024-08-02T03:23:00-04:00,2168.7,2169.1,2167.1,2167.4,2185.538435,2194.115339,2176.96153,2195.9,2198.1,2168.891769,NaN,NaN,2178.654286
2024-08-02T03:24:00-04:00,2167.8,2169.4,2167.8,2169.4,2185.493892,2194.102456,2176.885329,2195.9,2198.1,2168.993415,NaN,NaN,2178.515238
2024-08-02T03:25:00-04:00,2169.4,2170.9,2168.4,2169.9,2185.402553,2194.069104,2176.736003,2195.9,2198.1,2169.174732,NaN,NaN,2178.378095
2024-08-02T03:26:00-04:00,2169.9,2170.3,2167.5,2168.5,2185.289243,2194.033938,2176.544548,2195.9,2198.1,2169.039786,NaN,NaN,2178.226667
2024-08-02T03:27:00-04:00,2168.8,2169.8,2168.4,2169.2,2185.224409,2194.011107,2176.437711,2195.9,2198.1,2169.071829,NaN,NaN,2178.094286
2024-08-02T03:28:00-04:00,2169.1,2170.4,2168.7,2169,2185.11158,2193.967833,2176.255327,2195.9,2198.1,2169.057463,NaN,NaN,2177.962857
2024-08-02T03:29:00-04:00,2169.4,2173.1,2169.4,2172.2,2185.046998,2193.931245,2176.162752,2195.9,2198.1,2169.68597,NaN,NaN,2177.872381
2024-08-02T03:30:00-04:00,2172.3,2173.3,2172,2173.3,2185.018316,2193.911713,2176.124919,2195.9,2198.1,2170.408776,NaN,NaN,2177.784762
2024-08-02T03:31:00-04:00,2173.1,2173.6,2172.2,2173.4,2184.976248,2193.882152,2176.070344,2195.9,2198.1,2171.007021,NaN,NaN,2177.690476
2024-08-02T03:32:00-04:00,2173.2,2174.9,2172.5,2174.7,2184.939397,2193.852866,2176.025928,2195.9,2198.1,2171.745617,NaN,NaN,2177.6
