time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Daily_Open,Daily_Close,MA №1,MA №2,MA №3,MA №4
2024-07-24T13:30:00-04:00,2246.2,2248.1,2243.7,2248,2253.18153,2259.740167,2246.622893,2262.8,2262,2246.725111,NaN,NaN,2252.241905
2024-07-24T13:35:00-04:00,2248,2250.6,2247.8,2250,2253.163664,2259.711788,2246.615539,2262.8,2262,2248.823076,NaN,NaN,2251.827619
2024-07-24T13:40:00-04:00,2250,2251.1,2249.1,2250.7,2253.15203,2259.689611,2246.61445,2262.8,2262,2249.815274,NaN,NaN,2251.49619
2024-07-24T13:45:00-04:00,2250.6,2250.9,2248,2248.1,2253.132169,2259.655814,2246.608524,2262.8,2262,2249.336109,NaN,NaN,2251.085714
2024-07-24T13:50:00-04:00,2248.2,2249.9,2247.4,2248.4,2253.113024,2259.62991,2246.596139,2262.8,2262,2248.725048,NaN,NaN,2250.859048
2024-07-24T13:55:00-04:00,2248.5,2250.5,2247.2,2247.5,2253.088989,2259.596308,2246.581671,2262.8,2262,2248.60504,NaN,NaN,2250.554286
2024-07-24T14:00:00-04:00,2247.7,2248.8,2246.1,2246.8,2253.043869,2259.546467,2246.541272,2262.8,2262,2247.636083,NaN,NaN,2250.044762
2024-07-24T14:05:00-04:00,2247,2249.3,2246.4,2248.1,2253.021365,2259.51922,2246.523511,2262.8,2262,2247.793488,NaN,NaN,2249.56
2024-07-24T14:10:00-04:00,2248.3,2248.9,2246.6,2247,2252.990279,2259.484054,2246.496505,2262.8,2262,2247.326826,NaN,NaN,2249.127619
2024-07-24T14:15:00-04:00,2247.1,2247.4,2241.3,2241.5,2252.895917,2259.424959,2246.366876,2262.8,2262,2244.419126,NaN,NaN,2248.53619
2024-07-24T14:20:00-04:00,2241.5,2241.7,2236.7,2238,2252.67822,2259.393572,2245.962867,2262.8,2262,2240.034555,NaN,NaN,2247.804762
2024-07-24T14:25:00-04:00,2238.1,2240.7,2235.7,2235.9,2252.511481,2259.370573,2245.652389,2262.8,2262,2238.200859,NaN,NaN,2247.297143
2024-07-24T14:30:00-04:00,2236,2238.2,2234,2234,2252.379596,2259.363274,2245.395917,2262.8,2262,2236.833562,NaN,NaN,2246.68
2024-07-24T14:35:00-04:00,2234.1,2234.8,2228.8,2228.9,2252.088583,2259.446404,2244.730762,2262.8,2262,2232.880021,NaN,NaN,2245.840952
2024-07-24T14:40:00-04:00,2228.9,2229.9,2223.4,2223.5,2251.669624,2259.652874,2243.686373,2262.8,2262,2228.192461,NaN,NaN,2244.812381
2024-07-24T14:45:00-04:00,2223.5,2226.8,2221.7,2222.9,2251.267462,2259.849418,2242.685506,2262.8,2262,2225.081082,NaN,NaN,2243.679048
2024-07-24T14:50:00-04:00,2222.9,2223.5,2220.1,2221.7,2250.786094,2260.088989,2241.483199,2262.8,2262,2222.612713,NaN,NaN,2242.300952
2024-07-24T14:55:00-04:00,2221.5,2227.5,2221.5,2227,2250.362673,2260.149786,2240.57556,2262.8,2262,2225.05895,NaN,NaN,2241.14381
2024-07-24T15:00:00-04:00,2226.9,2228.6,2224.9,2226.5,2250.061364,2260.143223,2239.979505,2262.8,2262,2226.088981,NaN,NaN,2240.090476
2024-07-24T15:05:00-04:00,2226.7,2228.3,2225.5,2227.1,2249.808792,2260.123064,2239.494521,2262.8,2262,2226.346437,NaN,NaN,2239.035238
2024-07-24T15:10:00-04:00,2227.2,2229.7,2227.2,2227.5,2249.63398,2260.084086,2239.183874,2262.8,2262,2227.716177,NaN,NaN,2238.14381
2024-07-24T15:15:00-04:00,2227.5,2229.6,2226.5,2227.1,2249.507356,2260.056909,2238.957803,2262.8,2262,2227.831445,NaN,NaN,2237.295238
2024-07-24T15:20:00-04:00,2227.2,2229.4,2226.7,2228.9,2249.36357,2260.020837,2238.706302,2262.8,2262,2228.263392,NaN,NaN,2236.279048
2024-07-24T15:25:00-04:00,2228.7,2229.2,2221.9,2221.9,2249.075856,2260.001029,2238.150682,2262.8,2262,2225.331076,NaN,NaN,2235.048571
2024-07-24T15:30:00-04:00,2222,2228.6,2221,2228.5,2248.772171,2259.972604,2237.571739,2262.8,2262,2225.350887,NaN,NaN,2233.865714
2024-07-24T15:35:00-04:00,2228.4,2230.2,2223.9,2224.4,2248.529479,2259.892562,2237.166396,2262.8,2262,2226.365347,NaN,NaN,2232.862857
2024-07-24T15:40:00-04:00,2224.4,2227.9,2222.5,2222.7,2248.227387,2259.821553,2236.633222,2262.8,2262,2225.064069,NaN,NaN,2231.724762
2024-07-24T15:45:00-04:00,2222.8,2222.8,2217.7,2220.1,2247.700553,2259.800037,2235.601069,2262.8,2262,2221.552418,NaN,NaN,2230.429524
2024-07-24T15:50:00-04:00,2220.2,2222.2,2212.2,2212.5,2246.856652,2259.83872,2233.874585,2262.8,2262,2217.158712,NaN,NaN,2228.90381
2024-07-24T15:55:00-04:00,2212.5,2215.9,2212.1,2214.4,2244.643433,2259.619076,2229.66779,2262.8,2262,2215.108135,NaN,NaN,2227.325714
2024-07-24T16:00:00-04:00,2214.5,2216.5,2212.7,2216.4,2244.005028,2259.443134,2228.566922,2262.8,2262,2215.005546,NaN,NaN,2225.952381
2024-07-24T16:05:00-04:00,2216.5,2217.1,2214.6,2215.7,2243.742061,2259.344682,2228.139439,2262.8,2262,2215.425081,NaN,NaN,2224.885714
2024-07-24T16:10:00-04:00,2215.8,2216.5,2215,2216.2,2243.575992,2259.279919,2227.872064,2262.8,2262,2215.698907,NaN,NaN,2223.845714
2024-07-24T16:15:00-04:00,2216.1,2216.3,2214.9,2215.2,2243.508619,2259.253171,2227.764068,2262.8,2262,2215.58377,NaN,NaN,2222.846667
2024-07-24T16:20:00-04:00,2215.2,2217,2215.1,2216.8,2243.461457,2259.233523,2227.68939,2262.8,2262,2216.13113,NaN,NaN,2222.12
2024-07-24T16:25:00-04:00,2216.9,2216.9,2214.4,2214.8,2243.356526,2259.192155,2227.520897,2262.8,2262,2215.533401,NaN,NaN,2221.590476
2024-07-24T16:30:00-04:00,2214.8,2216,2214.7,2215.7,2243.319987,2259.177479,2227.462495,2262.8,2262,2215.587937,NaN,NaN,2221.189524
2024-07-24T16:35:00-04:00,2215.5,2216.5,2215.4,2216.4,2243.298986,2259.1684,2227.429571,2262.8,2262,2215.947023,NaN,NaN,2220.94
2024-07-24T16:40:00-04:00,2216.5,2217,2215.7,2216.8,2243.244713,2259.143731,2227.345695,2262.8,2262,2216.347825,NaN,NaN,2220.487619
2024-07-24T16:45:00-04:00,2216.8,2218.1,2216.8,2217.9,2243.201912,2259.122369,2227.281455,2262.8,2262,2217.130519,NaN,NaN,2220.053333
2024-07-24T16:50:00-04:00,2217.9,2218.8,2217.6,2218.1,2243.160253,2259.100029,2227.220476,2262.8,2262,2217.833521,NaN,NaN,2219.658095
2024-07-24T16:55:00-04:00,2218,2218.3,2215.3,2216,2243.106561,2259.074504,2227.138617,2262.8,2262,2217.131112,NaN,NaN,2219.113333
2024-07-24T18:00:00-04:00,2215.7,2217,2214.7,2215.4,2215.419352,2215.602867,2215.235837,2215.7,2214.6,2215.949587,NaN,NaN,2218.50381
2024-07-24T18:05:00-04:00,2215.6,2216.7,2215.5,2215.9,2215.610801,2215.979658,2215.241944,2215.7,2214.6,2216.072665,NaN,NaN,2217.919048
2024-07-24T18:10:00-04:00,2216.2,2218,2216.2,2218,2216.024309,2216.884379,2215.164238,2215.7,2214.6,2217.093123,NaN,NaN,2217.588571
2024-07-24T18:15:00-04:00,2217.9,2221,2217.9,2219.8,2217.136633,2219.016234,2215.257032,2215.7,2214.6,2218.653938,NaN,NaN,2217.338095
2024-07-24T18:20:00-04:00,2219.8,2220,2218.6,2219.6,2217.436902,2219.367729,2215.506075,2215.7,2214.6,2219.141259,NaN,NaN,2216.962857
2024-07-24T18:25:00-04:00,2219.6,2219.6,2218.4,2218.7,2217.534441,2219.433453,2215.635429,2215.7,2214.6,2218.876208,NaN,NaN,2216.673333
2024-07-24T18:30:00-04:00,2218.7,2220,2218.7,2220,2217.667876,2219.563974,2215.771779,2215.7,2214.6,2219.312652,NaN,NaN,2216.647619
2024-07-24T18:35:00-04:00,2219.8,2220.9,2219.7,2220.8,2217.847489,2219.800813,2215.894164,2215.7,2214.6,2220.166834,NaN,NaN,2216.877143
2024-07-24T18:40:00-04:00,2221,2222.1,2221,2222.1,2218.185066,2220.325681,2216.044452,2215.7,2214.6,2221.080108,NaN,NaN,2217.231429
2024-07-24T18:45:00-04:00,2221.9,2222.6,2221.6,2222.5,2218.592606,2220.951923,2216.233288,2215.7,2214.6,2221.803946,NaN,NaN,2217.58381
2024-07-24T18:50:00-04:00,2222.4,2222.7,2221.6,2222.4,2218.831469,2221.284415,2216.378523,2215.7,2214.6,2221.985037,NaN,NaN,2217.891429
2024-07-24T18:55:00-04:00,2222.2,2222.8,2220.6,2220.8,2218.998718,2221.459701,2216.537734,2215.7,2214.6,2221.706841,NaN,NaN,2218.175238
2024-07-24T19:00:00-04:00,2220.8,2221.5,2220.1,2221.1,2219.118583,2221.547807,2216.689358,2215.7,2214.6,2221.25725,NaN,NaN,2218.434286
2024-07-24T19:05:00-04:00,2221.1,2223.3,2221.1,2223.1,2219.42212,2221.94667,2216.89757,2215.7,2214.6,2222.030376,NaN,NaN,2218.720952
2024-07-24T19:10:00-04:00,2223.1,2223.7,2222.5,2223.5,2219.600447,2222.199718,2217.001177,2215.7,2214.6,2222.988737,NaN,NaN,2219.10381
2024-07-24T19:15:00-04:00,2223.2,2224,2223.1,2223.6,2219.684694,2222.318685,2217.050704,2215.7,2214.6,2223.304827,NaN,NaN,2219.409524
2024-07-24T19:20:00-04:00,2223.1,2223.6,2223.1,2223.2,2219.714666,2222.358711,2217.07062,2215.7,2214.6,2223.308718,NaN,NaN,2219.760952
2024-07-24T19:25:00-04:00,2222.8,2223.7,2222.3,2222.7,2219.799445,2222.458662,2217.140228,2215.7,2214.6,2222.999433,NaN,NaN,2220.072381
2024-07-24T19:30:00-04:00,2222.5,2222.7,2222,2222.2,2219.856188,2222.511001,2217.201375,2215.7,2214.6,2222.524294,NaN,NaN,2220.317143
2024-07-24T19:35:00-04:00,2222.3,2223.4,2222.3,2222.8,2219.894277,2222.55501,2217.233543,2215.7,2214.6,2222.815001,NaN,NaN,2220.546667
2024-07-24T19:40:00-04:00,2222.8,2223.3,2221.5,2221.8,2219.968696,2222.612446,2217.324947,2215.7,2214.6,2222.342643,NaN,NaN,2220.774286
2024-07-24T19:45:00-04:00,2222.1,2222.5,2221.5,2222,2219.983205,2222.62354,2217.34287,2215.7,2214.6,2222.079125,NaN,NaN,2221.085714
2024-07-24T19:50:00-04:00,2221.8,2222.8,2221.8,2222.8,2220.00678,2222.643249,2217.370312,2215.7,2214.6,2222.3586,NaN,NaN,2221.390476
2024-07-24T19:55:00-04:00,2222.5,2222.8,2222.2,2222.4,2220.029044,2222.664984,2217.393104,2215.7,2214.6,2222.549122,NaN,NaN,2221.658095
2024-07-24T20:00:00-04:00,2222,2222.3,2220.2,2220.3,2220.087821,2222.663853,2217.511789,2215.7,2214.6,2221.412544,NaN,NaN,2221.757143
2024-07-24T20:05:00-04:00,2220.3,2220.3,2219.1,2219.5,2220.069166,2222.578666,2217.559667,2215.7,2214.6,2220.205295,NaN,NaN,2221.767619
2024-07-24T20:10:00-04:00,2219.7,2221.8,2219.4,2221.8,2220.078366,2222.565659,2217.591074,2215.7,2214.6,2220.588423,NaN,NaN,2221.841905
2024-07-24T20:15:00-04:00,2221.5,2223.8,2221.3,2223.7,2220.129559,2222.623497,2217.635621,2215.7,2214.6,2222.166734,NaN,NaN,2222.007619
2024-07-24T20:20:00-04:00,2223.7,2224.6,2223.3,2224.3,2220.228724,2222.76328,2217.694167,2215.7,2214.6,2223.414732,NaN,NaN,2222.178095
2024-07-24T20:25:00-04:00,2224.4,2224.4,2223.4,2223.5,2220.28277,2222.833534,2217.732006,2215.7,2214.6,2223.538235,NaN,NaN,2222.295238
2024-07-24T20:30:00-04:00,2223.4,2223.8,2222.7,2222.7,2220.362104,2222.925345,2217.798863,2215.7,2214.6,2223.287249,NaN,NaN,2222.353333
2024-07-24T20:35:00-04:00,2222.6,2223.1,2222.3,2223.1,2220.380995,2222.941947,2217.820042,2215.7,2214.6,2222.876558,NaN,NaN,2222.377143
2024-07-24T20:40:00-04:00,2223.4,2223.6,2222.9,2223.3,2220.425308,2222.990767,2217.859848,2215.7,2214.6,2223.101726,NaN,NaN,2222.431429
2024-07-24T20:45:00-04:00,2223.1,2223.7,2222.8,2223.7,2220.46016,2223.029107,2217.891212,2215.7,2214.6,2223.258198,NaN,NaN,2222.542857
2024-07-24T20:50:00-04:00,2223.8,2224.6,2223.8,2224.4,2220.554982,2223.159986,2217.949978,2215.7,2214.6,2223.983358,NaN,NaN,2222.659048
2024-07-24T20:55:00-04:00,2224.5,2225.3,2224.2,2224.2,2220.684934,2223.350437,2218.019431,2215.7,2214.6,2224.406003,NaN,NaN,2222.721905
2024-07-24T21:00:00-04:00,2223.8,2224.6,2223.2,2223.2,2220.776418,2223.456688,2218.096148,2215.7,2214.6,2223.928623,NaN,NaN,2222.735238
2024-07-24T21:05:00-04:00,2223,2223.9,2223,2223.2,2220.79216,2223.472493,2218.111826,2215.7,2214.6,2223.618083,NaN,NaN,2222.74381
2024-07-24T21:10:00-04:00,2223.1,2223.1,2221.6,2222.1,2220.827521,2223.486409,2218.168633,2215.7,2214.6,2223.043727,NaN,NaN,2222.734286
2024-07-24T21:15:00-04:00,2222.1,2223.1,2222.1,2222.3,2220.836729,2223.491365,2218.182093,2215.7,2214.6,2222.681944,NaN,NaN,2222.737143
2024-07-24T21:20:00-04:00,2222.4,2222.6,2221.2,2221.4,2220.845298,2223.491147,2218.19945,2215.7,2214.6,2222.167588,NaN,NaN,2222.7
2024-07-24T21:25:00-04:00,2221.4,2221.9,2221.3,2221.3,2220.851089,2223.488182,2218.213996,2215.7,2214.6,2221.775011,NaN,NaN,2222.660952
2024-07-24T21:30:00-04:00,2221.2,2221.9,2221,2221.6,2220.853417,2223.484724,2218.22211,2215.7,2214.6,2221.638406,NaN,NaN,2222.641905
2024-07-24T21:35:00-04:00,2221.5,2222.7,2220.5,2220.7,2220.882059,2223.485241,2218.278876,2215.7,2214.6,2221.384201,NaN,NaN,2222.618095
2024-07-24T21:40:00-04:00,2220.6,2220.8,2219.7,2220.1,2220.867975,2223.43995,2218.295999,2215.7,2214.6,2220.689639,NaN,NaN,2222.509524
2024-07-24T21:45:00-04:00,2220.4,2220.8,2219.4,2220.4,2220.858515,2223.416385,2218.300645,2215.7,2214.6,2220.317117,NaN,NaN,2222.413333
2024-07-24T21:50:00-04:00,2220.2,2220.8,2218.2,2218.9,2220.789094,2223.315163,2218.263024,2215.7,2214.6,2219.732617,NaN,NaN,2222.379048
2024-07-24T21:55:00-04:00,2219.2,2219.5,2217.5,2217.9,2220.733453,2223.253319,2218.213587,2215.7,2214.6,2219.021728,NaN,NaN,2222.34
2024-07-24T22:00:00-04:00,2218.2,2218.8,2218,2218.5,2220.707997,2223.226376,2218.189617,2215.7,2214.6,2218.56152,NaN,NaN,2222.2
2024-07-24T22:05:00-04:00,2218.3,2219.1,2218,2218.8,2220.68181,2223.196094,2218.167526,2215.7,2214.6,2218.540863,NaN,NaN,2221.954286
2024-07-24T22:10:00-04:00,2218.6,2218.6,2217.6,2218.2,2220.661206,2223.174939,2218.147472,2215.7,2214.6,2218.320142,NaN,NaN,2221.687619
2024-07-24T22:15:00-04:00,2218.2,2220,2218.2,2220,2220.645755,2223.152959,2218.138552,2215.7,2214.6,2218.80633,NaN,NaN,2221.513333
2024-07-24T22:20:00-04:00,2220.4,2220.8,2219.7,2219.9,2220.641595,2223.13639,2218.146799,2215.7,2214.6,2219.66873,NaN,NaN,2221.375238
2024-07-24T22:25:00-04:00,2220.2,2220.6,2219,2219,2220.634401,2223.117841,2218.150961,2215.7,2214.6,2219.550522,NaN,NaN,2221.225714
2024-07-24T22:30:00-04:00,2219.1,2219.6,2216.6,2216.8,2220.585545,2223.06826,2218.102829,2215.7,2214.6,2218.643499,NaN,NaN,2221.001905
2024-07-24T22:35:00-04:00,2216.7,2217.3,2215.1,2216.5,2220.409424,2222.996907,2217.821941,2215.7,2214.6,2217.076174,NaN,NaN,2220.66381
2024-07-24T22:40:00-04:00,2216.5,2217.2,2216.2,2216.9,2220.336262,2222.947864,2217.724661,2215.7,2214.6,2216.939425,NaN,NaN,2220.301905
2024-07-24T22:45:00-04:00,2216.9,2217,2214.3,2215,2220.174671,2222.897141,2217.452202,2215.7,2214.6,2216.008759,NaN,NaN,2219.884762
2024-07-24T22:50:00-04:00,2214.8,2215.7,2214.3,2214.3,2220.096041,2222.871063,2217.321019,2215.7,2214.6,2215.177494,NaN,NaN,2219.466667
2024-07-24T22:55:00-04:00,2214.5,2215.3,2214.2,2215.3,2220.050812,2222.855855,2217.245769,2215.7,2214.6,2215.064657,NaN,NaN,2219.066667
2024-07-24T23:00:00-04:00,2215.4,2216.9,2215.4,2216.4,2219.960616,2222.785843,2217.13539,2215.7,2214.6,2216.031555,NaN,NaN,2218.780952
2024-07-24T23:05:00-04:00,2216.6,2218,2216.6,2218,2219.925117,2222.745205,2217.105029,2215.7,2214.6,2217.141732,NaN,NaN,2218.546667
2024-07-24T23:10:00-04:00,2218,2218.1,2217,2217.1,2219.904675,2222.719457,2217.089893,2215.7,2214.6,2217.395659,NaN,NaN,2218.347619
2024-07-24T23:15:00-04:00,2217.2,2218,2217,2217.7,2219.880459,2222.690831,2217.070088,2215.7,2214.6,2217.582353,NaN,NaN,2218.16381
2024-07-24T23:20:00-04:00,2217.9,2219.2,2217.8,2219,2219.86898,2222.673381,2217.06458,2215.7,2214.6,2218.099754,NaN,NaN,2218.002857
2024-07-24T23:25:00-04:00,2219,2219.5,2218.6,2219.5,2219.866058,2222.666428,2217.065688,2215.7,2214.6,2218.749839,NaN,NaN,2217.931429
2024-07-24T23:30:00-04:00,2219.6,2220.6,2218.8,2218.8,2219.866704,2222.6521,2217.081308,2215.7,2214.6,2219.408331,NaN,NaN,2217.922857
2024-07-24T23:35:00-04:00,2219,2219.6,2218.7,2219.5,2219.862123,2222.639277,2217.08497,2215.7,2214.6,2219.331082,NaN,NaN,2217.890476
2024-07-24T23:40:00-04:00,2219.5,2219.5,2218.7,2219.1,2219.857,2222.625478,2217.088522,2215.7,2214.6,2219.118889,NaN,NaN,2217.894286
2024-07-24T23:45:00-04:00,2218.9,2219.8,2218.5,2219.6,2219.852489,2222.609165,2217.095813,2215.7,2214.6,2219.297454,NaN,NaN,2217.945714
2024-07-24T23:50:00-04:00,2219.4,2219.7,2218.6,2218.7,2219.846464,2222.594967,2217.09796,2215.7,2214.6,2219.106974,NaN,NaN,2217.980952
2024-07-24T23:55:00-04:00,2218.5,2219.4,2218.4,2218.6,2219.841586,2222.583945,2217.099226,2215.7,2214.6,2219.012141,NaN,NaN,2218.010476
2024-07-25T00:00:00-04:00,2218.8,2219,2218.2,2218.7,2219.835148,2222.572316,2217.097979,2215.7,2214.6,2218.770154,NaN,NaN,2218.002857
2024-07-25T00:05:00-04:00,2218.9,2219.3,2218.6,2219.3,2219.831327,2222.56374,2217.098914,2215.7,2214.6,2218.892652,NaN,NaN,2217.94381
2024-07-25T00:10:00-04:00,2219,2219.1,2218.3,2218.5,2219.825435,2222.551084,2217.099786,2215.7,2214.6,2218.741176,NaN,NaN,2217.901905
2024-07-25T00:15:00-04:00,2218.5,2218.7,2217.8,2218,2219.815806,2222.53607,2217.095543,2215.7,2214.6,2218.373685,NaN,NaN,2217.891429
2024-07-25T00:20:00-04:00,2218,2218.1,2217.5,2217.8,2219.807137,2222.524311,2217.089963,2215.7,2214.6,2218.141861,NaN,NaN,2217.955238
2024-07-25T00:25:00-04:00,2217.8,2218.7,2217.6,2218.5,2219.796472,2222.508506,2217.084437,2215.7,2214.6,2218.132021,NaN,NaN,2218.015238
2024-07-25T00:30:00-04:00,2218.6,2219.5,2217.7,2219.2,2219.77979,2222.4724,2217.08718,2215.7,2214.6,2218.485436,NaN,NaN,2218.095238
2024-07-25T00:35:00-04:00,2219.3,2219.8,2218.9,2219.5,2219.777491,2222.46285,2217.092133,2215.7,2214.6,2219.077692,NaN,NaN,2218.30381
2024-07-25T00:40:00-04:00,2219.1,2219.1,2218.5,2218.5,2219.775197,2222.457843,2217.092551,2215.7,2214.6,2218.817938,NaN,NaN,2218.493333
2024-07-25T00:45:00-04:00,2218.9,2219.5,2218.9,2219,2219.772598,2222.450293,2217.094903,2215.7,2214.6,2218.945267,NaN,NaN,2218.61619
2024-07-25T00:50:00-04:00,2219,2219.2,2218.8,2219.2,2219.771905,2222.448536,2217.095273,2215.7,2214.6,2218.999177,NaN,NaN,2218.688571
