timestamp,open,high,low,close,volume
2024-06-02 22:00:00,2080.0000,2084.3000,2079.7000,2083.8000,523
2024-06-02 22:00:00,2105.0000,2105.0000,2105.0000,2105.0000,1
2024-06-02 22:01:00,2083.6000,2084.2000,2083.1000,2083.4000,183
2024-06-02 22:02:00,2083.5000,2083.5000,2079.4000,2080.0000,171
2024-06-02 22:03:00,2080.1000,2081.5000,2078.9000,2080.8000,167
2024-06-02 22:04:00,2080.8000,2081.2000,2079.6000,2080.1000,150
2024-06-02 22:05:00,2079.7000,2079.9000,2079.0000,2079.0000,69
2024-06-02 22:06:00,2079.1000,2079.4000,2078.9000,2079.2000,31
2024-06-02 22:07:00,2079.2000,2079.4000,2079.1000,2079.3000,35
2024-06-02 22:08:00,2079.0000,2079.7000,2078.9000,2079.7000,44
2024-06-02 22:09:00,2079.7000,2079.9000,2079.4000,2079.4000,25
2024-06-02 22:10:00,2079.3000,2080.0000,2079.1000,2079.4000,38
2024-06-02 22:11:00,2079.5000,2079.7000,2079.3000,2079.7000,19
2024-06-02 22:12:00,2079.9000,2080.3000,2079.3000,2080.0000,44
2024-06-02 22:13:00,2079.8000,2080.2000,2079.6000,2080.2000,28
2024-06-02 22:14:00,2080.1000,2080.1000,2079.8000,2080.1000,29
2024-06-02 22:15:00,2080.1000,2081.3000,2080.0000,2081.3000,56
2024-06-02 22:16:00,2081.2000,2081.6000,2081.1000,2081.5000,36
2024-06-02 22:17:00,2105.3000,2105.3000,2105.3000,2105.3000,3
2024-06-02 22:17:00,2081.5000,2083.0000,2081.5000,2082.7000,86
2024-06-02 22:18:00,2082.6000,2082.7000,2082.3000,2082.5000,63
2024-06-02 22:19:00,2082.5000,2083.1000,2082.4000,2082.8000,30
2024-06-02 22:20:00,2082.7000,2082.8000,2082.4000,2082.7000,17
2024-06-02 22:21:00,2082.7000,2083.1000,2082.5000,2082.8000,28
2024-06-02 22:22:00,2082.7000,2082.7000,2082.4000,2082.4000,12
2024-06-02 22:23:00,2082.4000,2082.5000,2082.4000,2082.4000,8
2024-06-02 22:24:00,2082.5000,2082.9000,2082.5000,2082.9000,7
2024-06-02 22:25:00,2083.0000,2083.1000,2082.4000,2082.7000,78
2024-06-02 22:26:00,2082.7000,2083.4000,2082.7000,2083.4000,25
2024-06-02 22:27:00,2083.4000,2083.8000,2083.1000,2083.8000,41
2024-06-02 22:28:00,2083.5000,2083.9000,2083.1000,2083.1000,66
2024-06-02 22:29:00,2083.0000,2083.2000,2082.9000,2083.0000,34
2024-06-02 22:30:00,2082.9000,2083.2000,2082.9000,2083.0000,12
2024-06-02 22:31:00,2104.5000,2104.5000,2104.5000,2104.5000,2
2024-06-02 22:31:00,2082.9000,2083.2000,2082.1000,2082.2000,18
2024-06-02 22:32:00,2082.1000,2083.1000,2082.1000,2083.1000,30
2024-06-02 22:33:00,2082.9000,2083.1000,2082.3000,2082.3000,25
2024-06-02 22:34:00,2082.2000,2082.4000,2082.2000,2082.2000,10
2024-06-02 22:35:00,2082.1000,2082.2000,2081.5000,2081.5000,43
2024-06-02 22:36:00,2081.4000,2081.7000,2081.1000,2081.7000,32
2024-06-02 22:37:00,2081.6000,2081.6000,2081.1000,2081.5000,26
2024-06-02 22:38:00,2081.2000,2081.2000,2080.8000,2080.9000,10
2024-06-02 22:39:00,2081.0000,2081.1000,2081.0000,2081.1000,3
2024-06-02 22:40:00,2080.9000,2081.3000,2080.9000,2081.0000,11
2024-06-02 22:41:00,2080.9000,2080.9000,2080.8000,2080.8000,3
2024-06-02 22:42:00,2103.5000,2103.5000,2103.5000,2103.5000,1
2024-06-02 22:42:00,2080.9000,2080.9000,2080.6000,2080.6000,5
2024-06-02 22:43:00,2080.6000,2080.6000,2080.5000,2080.5000,2
2024-06-02 22:44:00,2103.1000,2103.1000,2103.1000,2103.1000,1
2024-06-02 22:44:00,2080.5000,2080.8000,2080.4000,2080.8000,8
2024-06-02 22:45:00,2102.6000,2102.6000,2102.6000,2102.6000,2
2024-06-02 22:45:00,2080.9000,2081.1000,2080.7000,2081.1000,11
2024-06-02 22:46:00,2081.3000,2081.5000,2081.3000,2081.3000,15
2024-06-02 22:47:00,2081.4000,2081.4000,2081.1000,2081.1000,4
2024-06-02 22:48:00,2081.0000,2081.0000,2080.8000,2080.9000,3
2024-06-02 22:49:00,2081.1000,2081.1000,2081.1000,2081.1000,1
2024-06-02 22:50:00,2081.3000,2081.5000,2081.2000,2081.5000,9
2024-06-02 22:51:00,2081.2000,2081.3000,2081.2000,2081.3000,2
2024-06-02 22:52:00,2081.2000,2081.5000,2081.2000,2081.5000,5
2024-06-02 22:53:00,2081.0000,2081.0000,2081.0000,2081.0000,2
2024-06-02 22:54:00,2080.8000,2080.8000,2080.6000,2080.8000,5
2024-06-02 22:55:00,2080.7000,2080.7000,2080.7000,2080.7000,2
2024-06-02 22:56:00,2080.8000,2081.0000,2080.8000,2081.0000,2
2024-06-02 22:57:00,2080.8000,2080.8000,2080.7000,2080.7000,3
2024-06-02 22:58:00,2081.0000,2081.1000,2080.8000,2081.1000,6
2024-06-02 22:59:00,2080.9000,2081.2000,2080.8000,2081.0000,16
2024-06-02 23:00:00,2081.2000,2083.1000,2080.9000,2082.9000,119
2024-06-02 23:01:00,2082.9000,2082.9000,2082.2000,2082.2000,10
2024-06-02 23:02:00,2082.3000,2082.7000,2082.3000,2082.4000,11
2024-06-02 23:03:00,2082.3000,2082.3000,2082.3000,2082.3000,3
2024-06-02 23:04:00,2082.2000,2082.2000,2082.2000,2082.2000,2
2024-06-02 23:05:00,2082.3000,2082.8000,2082.3000,2082.8000,5
2024-06-02 23:06:00,2082.5000,2082.5000,2082.0000,2082.0000,7
2024-06-02 23:07:00,2081.8000,2081.9000,2081.8000,2081.9000,4
2024-06-02 23:08:00,2081.6000,2081.6000,2081.0000,2081.0000,5
2024-06-02 23:09:00,2081.0000,2081.3000,2081.0000,2081.3000,3
2024-06-02 23:10:00,2081.3000,2081.3000,2080.9000,2080.9000,2
2024-06-02 23:11:00,2080.9000,2080.9000,2080.9000,2080.9000,1
2024-06-02 23:12:00,2081.0000,2081.3000,2081.0000,2081.3000,5
2024-06-02 23:13:00,2081.3000,2081.3000,2081.3000,2081.3000,1
2024-06-02 23:14:00,2081.3000,2081.3000,2081.3000,2081.3000,3
2024-06-02 23:15:00,2081.4000,2081.4000,2081.2000,2081.3000,4
2024-06-02 23:16:00,2081.3000,2081.3000,2081.0000,2081.0000,5
2024-06-02 23:17:00,2081.0000,2081.1000,2080.9000,2080.9000,7
2024-06-02 23:18:00,2081.2000,2081.6000,2081.0000,2081.4000,13
2024-06-02 23:19:00,2081.6000,2081.6000,2081.6000,2081.6000,2
2024-06-02 23:20:00,2081.5000,2082.1000,2081.5000,2082.1000,6
2024-06-02 23:21:00,2082.2000,2082.4000,2082.2000,2082.2000,12
2024-06-02 23:22:00,2082.1000,2082.6000,2082.1000,2082.4000,11
2024-06-02 23:23:00,2082.4000,2082.7000,2082.3000,2082.5000,16
2024-06-02 23:24:00,2082.4000,2082.6000,2082.3000,2082.5000,37
2024-06-02 23:25:00,2082.4000,2082.4000,2082.3000,2082.4000,16
2024-06-02 23:26:00,2082.5000,2082.8000,2082.5000,2082.8000,8
2024-06-02 23:27:00,2082.3000,2082.3000,2082.3000,2082.3000,1
2024-06-02 23:28:00,2082.4000,2083.0000,2082.3000,2082.7000,46
2024-06-02 23:29:00,2082.8000,2083.1000,2082.8000,2083.1000,7
2024-06-02 23:30:00,2082.9000,2083.0000,2082.8000,2082.8000,9
2024-06-02 23:31:00,2083.0000,2083.0000,2082.8000,2082.9000,3
2024-06-02 23:32:00,2082.9000,2082.9000,2082.9000,2082.9000,1
2024-06-02 23:33:00,2082.8000,2082.8000,2082.8000,2082.8000,1
2024-06-02 23:34:00,2082.7000,2082.9000,2082.6000,2082.7000,25
2024-06-02 23:35:00,2082.8000,2082.8000,2082.6000,2082.6000,8
2024-06-02 23:36:00,2082.5000,2082.5000,2082.4000,2082.4000,12
2024-06-02 23:37:00,2082.4000,2082.4000,2082.4000,2082.4000,1
2024-06-02 23:38:00,2082.7000,2082.7000,2082.7000,2082.7000,1
2024-06-02 23:39:00,2082.7000,2082.7000,2082.7000,2082.7000,2
2024-06-02 23:41:00,2082.7000,2082.7000,2082.7000,2082.7000,1
2024-06-02 23:42:00,2082.6000,2082.6000,2082.5000,2082.5000,2
2024-06-02 23:43:00,2082.2000,2082.2000,2081.8000,2081.8000,23
2024-06-02 23:44:00,2082.0000,2082.3000,2082.0000,2082.0000,14
2024-06-02 23:45:00,2082.1000,2082.1000,2081.9000,2081.9000,7
2024-06-02 23:46:00,2081.8000,2082.6000,2081.8000,2082.6000,15
2024-06-02 23:47:00,2082.7000,2082.7000,2081.8000,2081.8000,47
2024-06-02 23:48:00,2081.7000,2082.1000,2081.4000,2081.5000,71
2024-06-02 23:49:00,2081.6000,2081.6000,2081.2000,2081.4000,30
2024-06-02 23:50:00,2081.2000,2081.6000,2081.2000,2081.5000,8
2024-06-02 23:51:00,2081.9000,2083.0000,2081.9000,2083.0000,28
2024-06-02 23:52:00,2083.0000,2083.3000,2082.5000,2082.5000,33
2024-06-02 23:53:00,2082.3000,2082.3000,2082.2000,2082.2000,3
2024-06-02 23:54:00,2082.5000,2083.1000,2082.5000,2082.9000,15
2024-06-02 23:55:00,2083.0000,2083.4000,2083.0000,2083.3000,9
2024-06-02 23:56:00,2083.4000,2084.4000,2083.4000,2084.3000,46
2024-06-02 23:57:00,2084.5000,2085.4000,2084.5000,2085.1000,167
2024-06-02 23:58:00,2085.0000,2085.1000,2084.8000,2084.8000,21
